Data,ID,Name,Power,Alliance,T4-Kills,T5-Kills,Total Kill Points,Dead Troops,Troops Power
2025/08/12,63350747,なは Hana,"51,889,180",62BZ,"1,309,132","1,251,600","40,365,426","6,240,552","3,978,995"
2025/08/12,75629357,TEQUILA KILLER,"51,803,056",62BZ,"3,517,631","5,983,045","158,923,559","6,543,154","10,890,316"
2025/08/12,132030101,۞秋Aki۞,"51,721,999",62Ys,"18,360,400","41,322,243","1,015,650,284","9,883,950","9,226,743"
2025/08/12,49313662,ブレイナード,"51,361,095",F_K3,"2,827,852","1,668,046","63,446,400","5,108,507","1,689,201"
2025/08/12,57522960,にゃんこ楓,"51,324,013",myj6,"4,424,659","6,276,717","170,883,688","6,252,621","14,469,055"
2025/08/12,61806495,ʸˢ B B sub Æ,"51,287,139",62Ys,"1,046,929","2,697,362","65,795,397","3,298,786","413,817"
2025/08/12,163260933,ᶠʳspindrift,"50,380,848",62US,"6,652,004","580,561","78,961,555","891,378","14,543,924"
2025/08/12,49657802,ふっくasst,"49,886,072",62BZ,"8,941,482","8,602,318","263,563,003","15,220,651","9,294,589"
2025/08/12,87326938,ANUBIS eg,"49,091,282",no alliance,"739,208","785,146","23,364,351","1,909,983","15,433,832"
2025/08/12,134107924,秋mayoネーズ,"48,989,774",62TM,"18,410,833","31,992,023","846,492,497","8,405,496",0
2025/08/12,59799988,ラシ農場22,"48,760,771",62Bs,"14,270,944","8,767,349","336,347,359","17,107,551","9,793,244"
2025/08/12,75723749,하트문덕,"48,606,024",62Ys,"255,168","515,783","13,367,977","3,647,792","5,542,911"
2025/08/12,77227887,Jokcer777,"48,597,444",62Ys,"1,771,412","913,952","37,343,775","7,636,590","8,508,845"
2025/08/12,45222071,あぱふぁーむ,"48,291,056",62TM,"4,549,035","4,742,570","140,796,683","7,142,047","5,479,392"
2025/08/12,49511040,ラシ増援Y,"47,955,663",62Bs,"5,033,442","4,447,215","143,924,741","4,537,604","13,200,561"
2025/08/12,99013110,雪うさ,"47,408,677",62EV,"4,662,887","2,131,224","90,905,554","9,363,340","16,501,781"
2025/08/12,100516001,粉雪坊主,"47,380,230",62EV,"8,893,379","4,542,480","182,370,664","11,801,765","13,660,628"
2025/08/12,88430167,ʚろしにゃんɞ,"47,351,637",62Ys,"2,326,941","2,886,294","81,053,494","6,789,501","14,380,211"
2025/08/12,46529343,Suiran0,"47,340,609",62MJ,"5,934,691","1,913,272","106,316,596","5,520,486","2,028,700"
2025/08/12,61928483,motu Ⅱ,"47,327,325",62Ys,"2,181,895","3,582,444","96,207,464","3,509,078","3,369,990"
2025/08/12,45950900,ヌキ型ロボット,"47,162,706",62Ys,"1,850,645","3,430,684","87,256,450","11,292,865","6,017,553"
2025/08/12,78756222,ruru・rakusu2,"47,081,618",62MJ,"6,460,154","6,125,993","188,702,476","18,493,410","7,999,486"
2025/08/12,56196422,破天荒クロ,"46,941,126",no alliance,"15,193,352","7,833,472","371,327,783","18,150,896","7,272,092"
2025/08/12,58711003,BSそら豆くん,"46,779,146",62Ys,"791,908","174,539","11,411,251","410,479","14,620,457"
2025/08/12,75404201,Jocký,"46,537,884",62MJ,"1,437,994","217,089","19,817,893","3,505,565","10,848,033"
2025/08/12,68960214,イボゴロリー3,"46,359,918",Y#JK,"1,390,717","975,245","33,639,350","1,356,051","14,565,459"
2025/08/12,78279035,ともママ2,"46,299,088",62Ys,"3,870,133","5,065,290","141,133,185","7,063,193","10,616,813"
2025/08/12,138333458,ʚ凛ɞ ひざくら,"46,123,007",62Ys,"4,963,353","4,635,316","142,735,928","6,899,602","16,150,631"
2025/08/12,95130509,雪猫児,"45,792,827",62EV,"3,201,553","1,988,719","73,245,054","8,568,924","15,882,761"
2025/08/12,73164104,のびー2,"45,667,978",62EV,"2,606,775","4,510,764","118,131,773","9,032,792","4,987,284"
2025/08/12,57958857,閻魔の愛犬,"45,657,304",Y#JK,"676,245","1,441,371","35,603,351","4,485,478","5,711,667"
2025/08/12,63683417,ʚたらこだもーんɞ,"45,489,922",no alliance,"6,604,366","5,843,265","184,874,409","14,917,175","8,875,115"
2025/08/12,92484004,ʚ雪ɞ ひざくら,"45,317,289",62Bs,"2,990,691","4,540,765","121,384,655","10,946,778","16,718,889"
2025/08/12,75732225,うさtärö,"45,288,079",62Ys,"2,666,495","4,729,641","122,340,264","7,516,980","3,869,393"
2025/08/12,45379524,TK うさぎチャンピオン,"44,990,252",62MJ,"5,241,014","2,223,188","97,720,544","8,282,195","5,026,088"
2025/08/12,63497602,Dream369,"44,922,113",62EV,"454,344","326,344","11,204,063","5,294,147","10,967,952"
2025/08/12,90417659,ғᴊ爆血,"44,902,289",OPAi,"1,037,519","819,117","29,958,058","720,790","9,551,256"
2025/08/12,62164659,姫 Marumi ちゃま,"44,879,671",62BZ,"14,999,879","16,734,555","488,909,829","14,176,889","4,469,813"
2025/08/12,87160183,ruru・rakusu3,"44,859,526",62Bs,"1,214,915","2,235,060","56,934,364","10,573,115","13,538,305"
2025/08/12,87940261,tamagoma,"44,854,313",62GJ,"3,658,752","3,921,283","115,724,026","3,040,881","7,873,053"
2025/08/12,80363901,痔族モッコリ,"44,790,240",OPAi,"2,476,211","3,080,332","86,756,725","3,856,824","7,097,505"
2025/08/12,99941000,痔族コスリ,"44,784,043",OPAi,"1,490,152","1,339,768","41,942,006","1,759,524","7,560,353"
2025/08/12,69962299,TAIKI farm,"44,632,838",62MJ,"745,421","1,645,768","40,423,029","3,832,446","6,335,660"
2025/08/12,86083318,火将アジルス,"44,582,317",62MJ,"1,285,404","913,930","31,267,252","4,160,204","12,378,915"
2025/08/12,76127410,ʚïɞよあんスワム隊,"44,571,560",62Ys,"3,625,316","1,837,388","74,676,638","1,962,724","3,377,509"
2025/08/12,51403757,TK ハチワレ,"44,555,945",62MJ,"3,242,056","1,858,483","70,205,039","7,177,694","8,136,528"
2025/08/12,88592236,ラシ農場10,"44,531,705",62Bs,"4,295,172","2,955,835","106,243,791","9,369,055","11,357,070"
2025/08/12,58182826,金 ちゃん,"44,417,989",62Ys,"2,600,127","3,450,288","98,626,867","5,500,247","10,779,886"
2025/08/12,48076321,マナ・walker,"44,412,571",62Ys,"754,062","1,786,983","43,419,804","580,993","9,999,586"
2025/08/12,75889458,mini Noko1,"44,397,017",62MJ,"9,505,815","24,160,709","580,346,923","16,106,591","11,555,515"
2025/08/12,150272254,Miyamoto剣聖,"44,242,654",Y#JK,"40,985",0,"739,309","387,613","16,867,225"
2025/08/12,76032764,チカン者トーマス,"44,051,655",Y#JK,"928,115","1,311,576","35,609,045","1,238,698","13,885,737"
2025/08/12,75897437,フニャー痔,"43,980,547",OPAi,"4,003,767","3,404,175","108,544,946","4,907,198","5,475,412"
2025/08/12,75601642,ÜねふぇるsubÜ,"43,964,120",62MM,"8,756,665","5,113,049","196,864,490","6,445,095","11,577,329"
2025/08/12,54245064,TK 島二郎,"43,902,169",62MJ,"3,487,698","1,911,039","73,809,557","6,178,829","8,676,178"
2025/08/12,93801167,のびー3,"43,855,186",62EV,"903,907","896,457","27,158,472","5,868,733","9,399,923"
2025/08/12,64581066,モグスケ2,"43,721,138",62BZ,"4,212,233","3,640,383","115,795,222","9,519,545","6,955,922"
2025/08/12,64993547,にゃぎ,"43,649,984",62BZ,"2,539,765","2,848,412","82,605,978","6,312,595","7,572,789"
2025/08/12,58551766,にゃんこスター,"43,589,468",myj6,"737,985","176,963","11,060,720","1,662,734","15,153,000"
2025/08/12,68870012,705PASIR,"43,555,392",Y#JK,"408,303","2,444,198","53,744,203","3,836,999","17,062,030"
2025/08/12,74738664,Thorkell JP,"43,459,280",62AQ,"2,895,161","348,574","46,379,616","1,031,164","7,427,107"
2025/08/12,53335009,ɴ ɪ ᴋ ᴇ,"43,396,469",62BZ,"941,469","1,815,901","46,893,675","1,899,618","11,422,229"
2025/08/12,80636057,ruru・rakusu4,"43,258,484",62Bs,"1,784,328","1,680,752","51,629,133","6,066,716","16,327,739"
2025/08/12,106685038,ᴹᴿおふざけ,"43,237,909",62BZ,"7,672,408","3,945,567","166,792,155","11,405,379","17,219,701"
2025/08/12,91012626,bui2,"42,875,418",62EV,"1,223,985","923,120","30,733,889","2,671,265","346,952"
2025/08/12,63162337,ねぎねぎ,"42,831,864",62Ys,"4,248,961","7,481,382","192,525,023","10,041,155","6,099,315"
2025/08/12,100780124,ʚよあんの執事ɞ,"42,749,469",62MJ,"858,888","1,181,381","32,294,381","753,611","7,600,737"
2025/08/12,69300595,チョコレートパフェ・,"42,720,094",62BZ,"1,807,776","849,166","35,617,599","1,337,140","9,422,534"
2025/08/12,55340365,TK ちいかわわｧ,"42,486,597",62MJ,"1,463,365","663,337","28,125,462","5,063,132","7,477,289"
2025/08/12,102273075,紅ˣ村西サブ,"42,433,614",62BZ,"948,194","516,370","24,300,224","11,192,048","5,604,758"
2025/08/12,131492507,火将サブにゃん,"42,310,837",62MJ,"723,061","192,819","11,090,082","315,831","14,496,388"
2025/08/12,63836174,BuuStar,"42,204,236",OPAi,"113,206","14,151","2,726,445","12,529","16,173,190"
2025/08/12,75612360,Mexican One X,"42,104,926",no alliance,"4,678,781","2,130,144","98,899,820","7,083,289","2,264,806"
2025/08/12,106818745,ᴹᴿレナータD,"42,041,383",62BZ,"7,921,391","6,227,861","214,363,941","13,574,713","15,664,951"
2025/08/12,160783536,fibril Another,"41,599,090",62Bs,"1,266,683","1,346,360","39,776,474","1,466,935","11,953,945"
2025/08/12,49307490,きよかっす,"41,508,186",Y#JK,"455,259","2,242,251","50,753,800","530,455","5,703,620"
2025/08/12,75659571,にゃんこネーコ,"41,313,971",myj6,"1,045,048","1,456,740","39,710,754","1,877,095","12,678,268"
2025/08/12,76545104,TEQUILA LOVER,"41,141,352",62GJ,"67,901","55,684","2,049,096","3,043,060","13,244,274"
2025/08/12,45873443,雀雀,"41,127,079",62BZ,"1,294,259","1,446,157","42,097,897","1,313,473","14,626,121"
2025/08/12,146182602,ʚ螢ɞ ひざくら,"40,554,644",62Bs,"780,932","1,030,656","28,463,147","3,871,629","16,272,565"
2025/08/12,91267588,紅ˣ 楊端和,"40,479,146",62GJ,"205,608",0,"3,761,138","1,346,685","9,142,292"
2025/08/12,86627320,そらいろ石材隊,"40,240,750",62Bs,"10,281","1,777","138,350","29,125","12,948,871"
2025/08/12,58809108,たろちゃ,"40,157,793",OPAi,"25,594","8,514","530,676","33,011","16,219,701"
2025/08/12,87330438,Horikita026,"40,116,544",62BZ,"182,241","1,778,078","37,811,792","497,722","4,338,156"
2025/08/12,44354181,けんたん,"40,010,354",62BZ,"5,907,474","2,512,978","111,194,837","7,783,235","3,536,519"
2025/08/12,61830485,k065 Hajime605,"39,927,894",Y#JK,"1,975,735","994,286","40,007,100","3,389,051","7,783,343"
2025/08/12,63235297,ᶜᴮ 赤りんご,"39,845,175",OPAi,"4,399,728","6,261,408","169,663,330","10,933,541","7,449,108"
2025/08/12,105147992,深KYON Æ,"39,760,938",62MM,"237,359","251,804","7,500,598","360,735","15,117,132"
2025/08/12,75609336,IFхAх,"39,741,932",no alliance,"1,154,588","275,598","17,174,670","336,416","9,148,396"
2025/08/12,61280905,Coo02,"39,660,514",62MJ,"1,236,869","2,301,297","59,578,579","3,663,459","3,867,576"
2025/08/12,99546342,ʚ朧ɞ ひざくら,"39,504,197",62Bs,"2,482,636","2,733,174","79,562,493","6,353,396","19,289,006"
2025/08/12,123040718,chamagoma,"39,375,950",62GJ,"1,042,628","1,095,419","32,692,179","4,787,185","12,753,148"
2025/08/12,77720401,そらかぜ金庫番,"39,227,230",62Bs,"1,402",0,"19,765",295,"11,647,336"
2025/08/12,52870727,sirokuro0,"39,162,049",62Ys,"1,516,327","2,254,501","62,130,148","2,481,136","8,957,044"
2025/08/12,139367100,ruru・rakusu6,"39,063,522",62Bs,"12,547","45,340","2,172,526","1,868,821","18,228,976"
2025/08/12,93190753,小亮亮,"38,991,387",62US,0,0,"109,418",0,"10,631,000"
2025/08/12,70987078,鬼豪金魂,"38,960,612",62MJ,"166,789","528,215","13,159,936","2,351,467","18,248,296"
2025/08/12,98526337,GOROLEE,"38,789,258",62GJ,"1,379,701","685,723","27,720,904","2,387,862","14,063,768"
2025/08/12,68643864,Hajime F,"38,713,446",Y#JK,"347,691","167,177","6,852,909","464,683","12,389,122"
2025/08/12,76671498,キルあ,"38,680,972",OPAi,"1,262,006","6,199","13,113,355",0,"10,130,975"
2025/08/12,77122775,mini Noko2,"38,596,156",62MJ,"2,911,268","4,087,223","111,572,470","7,535,644","12,196,554"
2025/08/12,39868095,zimba 88,"38,418,713",62AQ,"2,026,498","278,424","28,951,850","2,333,776","11,132,810"
2025/08/12,62101105,るいぼす茶畑 Æ,"38,364,365",62Ys,"3,472,405","3,063,953","97,271,460","4,249,364","6,831,453"
2025/08/12,146070905,火将ジャンヌ,"38,308,011",62MJ,"224,452","126,588","4,937,316","178,409","10,657,053"
2025/08/12,83678693,noodle 2nd,"38,296,742",62Ys,"2,012,026","3,421,669","88,728,083","4,652,068","8,369,715"
2025/08/12,97473507,ふっくポイ活班長,"38,289,618",62BZ,"707,850","642,955","20,003,716","4,714,202","11,116,740"
2025/08/12,123724471,雪たぬき,"38,278,578",62EV,"1,172,820","552,472","23,001,436","5,828,469","13,050,405"
2025/08/12,76723742,TK かにちゃん,"38,191,257",62MJ,"1,384,492","371,171","21,483,872","437,853","7,857,765"
2025/08/12,78080824,とちサブまる,"38,178,639",Y#BR,"12,546","80,185","1,729,160","529,301","11,152,241"
2025/08/12,45955848,雀雀2,"38,105,200",62MM,"1,081,728","559,207","22,261,705","1,213,454","14,213,645"
2025/08/12,70697700,MIZU・KAZEサブ3,"38,054,623",62MM,"5,945,256","330,699","67,242,409","4,640,982","281,027"
2025/08/12,65666795,BLASTサブ,"38,009,764",62EV,"2,729,588","1,596,932","60,005,234","1,847,314","2,814,049"
2025/08/12,93969555,BÖN3,"37,909,225",62Ys,"2,387,165","3,371,418","92,455,230","5,548,468","8,305,659"
2025/08/12,66639727,きせる,"37,759,931",62Ys,"150,827","584,594","13,201,835","820,691","8,413,376"
2025/08/12,81701097,Isseymiyake,"37,364,385",62BZ,"2,976,326","4,823,297","126,941,565","8,669,776","14,684,430"
2025/08/12,53329721,もっこりサブ壱,"37,351,754",62Bs,"538,964","65,172","6,726,105","256,725","4,426,265"
2025/08/12,96103745,MIZU風2 Sub1,"37,046,429",62MM,"2,087,361","1,359,751","49,296,924","1,704,019","346,900"
2025/08/12,76831750,魔王城でおゃすみ,"36,941,909",OPAi,"191,738",0,"2,034,106",0,"10,364,796"
2025/08/12,63231847,蒼りんご,"36,844,662",62Ys,"2,062,910","2,875,072","78,366,897","5,938,092","8,915,162"
2025/08/12,58593889,ヒデーロ,"36,719,536",62MJ,"3,186,650","3,705,969","108,378,174","2,969,202","7,302,415"
2025/08/12,69976860,BÖN2,"36,670,408",62Ys,"7,331,624","6,517,291","205,006,667","9,516,213","7,075,366"
2025/08/12,70838487,ZoMbiE farm III,"36,552,605",62AQ,"1,216,010","231,339","17,281,886","5,862,864","2,450,850"
2025/08/12,146163948,ruru・rakusu7,"36,528,653",62Bs,"100,031","21,113","1,430,297",0,"19,600,006"
2025/08/12,48002702,BSキセル,"36,384,551",62Bs,"878,635","120,463","11,602,190","898,351","11,039,224"
2025/08/12,48057333,雀雀4,"36,355,512",62GJ,"522,286","778,292","21,004,657","1,364,935","12,868,473"
2025/08/12,66209569,ZoMbiE farm I,"36,277,353",62AQ,"145,361","85,353","3,196,136","3,603,266","4,047,581"
2025/08/12,60214991,魔王城でおゃすミ,"36,269,908",OPAi,"45,848","1,833","714,242",1,"9,668,777"
2025/08/12,51883824,TK ハゴタエ,"35,998,859",62MJ,"1,506,533","242,658","19,998,524","3,263,882","3,969,033"
2025/08/12,60788872,TK ゴブリンズ,"35,764,977",62MJ,"1,044,935","235,817","15,208,290","2,813,008","3,928,961"
2025/08/12,79704313,Joker 666j,"35,704,992",62GT,"465,012","121,832","8,071,920","2,548,098","7,679,598"
2025/08/12,106480403,深キュン Æ,"35,703,787",62MM,"431,499","326,853","11,013,543","623,322","13,378,329"
2025/08/12,157709824,momomo farm,"35,548,740",62BZ,"1,762,930","1,575,339","49,245,227","1,532,928","8,890,225"
2025/08/12,75265423,ᴾᴺヨーグルト,"35,550,837",62GJ,"1,121,179","191,217","15,459,088","1,263,340","7,179,158"
2025/08/12,69711595,まoわー,"35,496,627",62BZ,"217,126","31,546","3,020,880","235,429","8,233,900"
2025/08/12,88293370,栄里子farm,"35,427,069",IJYU,"167,583","58,940","2,867,505","54,803","4,269,900"
2025/08/12,70067896,卄Maverick卄,"35,353,262",62AQ,"1,561,348","395,937","30,441,637","6,536,449","1,717,076"
2025/08/12,93422179,奈々,"35,246,602",62BZ,"79,716","168,529","5,387,303","96,851","7,176,285"
2025/08/12,77540484,らぶアンドぴーす,"35,090,901",OPAi,"29,674",0,"409,786",0,"9,647,882"
2025/08/12,76215979,۞ もこ助 ۞,"35,028,250",62MJ,"2,503,584","2,221,367","70,642,077","6,592,412","3,278,935"
2025/08/12,62344080,もこもっこ,"34,953,265",62MJ,"2,821,986","2,127,856","72,987,011","5,016,953","3,658,412"
2025/08/12,67378666,Asu  kariN,"34,798,867",62Bs,"1,954,893","2,219,129","64,265,764","1,388,449","3,471,014"
2025/08/12,139182306,mini Noko4,"34,737,291",62MJ,"9,289,835","1,736,056","134,845,528","3,099,194","11,084,479"
2025/08/12,87731007,なんとかナルモん,"34,717,232",62BZ,"1,286,550","1,473,667","42,775,703","3,735,173","5,960,149"
2025/08/12,87321682,もっこりサブ弐,"34,639,031",62Bs,0,"1,210","58,153","12,547","9,224,445"
2025/08/12,157093752,のびー4,"34,538,925",62EV,265,"4,642","95,490","156,395","12,330,947"
2025/08/12,91429576,寅ジローÆ,"34,412,429",62MM,"1,604,536","1,751,434","51,356,127","4,502,247","12,556,187"
2025/08/12,76697115,PASIR SDA,"33,926,211",Y#JK,"2,269","344,460","6,960,898",0,"12,993,785"
2025/08/12,54100261,サブキチÆ,"33,830,129",62Ys,"2,190,349","2,456,607","72,275,584","7,160,857","9,439,466"
2025/08/12,102541444,zombiefs1,"33,671,451",62AQ,"2,765,687","682,942","47,505,009","7,857,735","4,810,850"
2025/08/12,76267505,じゃがriko,"33,578,445",OPAi,"372,907","561,098","16,763,091","3,510,653","12,164,259"
2025/08/12,159680316,とうま君,"33,545,449",62EV,0,0,387,0,"8,811,463"
2025/08/12,50736590,虎太郎sub,"33,531,542",62GJ,"342,517","490,038","13,511,336","6,634,556","11,650,682"
2025/08/12,99467246,ʚ樹ɞ ひざくら,"33,528,579",62Bs,"4,129,069","4,238,812","126,177,922","7,693,059","15,683,304"
2025/08/12,66366029,ë のりめたる ë,"33,320,474",62BZ,"1,506,019","2,415,667","64,079,316","6,398,572","10,287,480"
2025/08/12,120108037,Zombie AA1,"33,310,366",62AQ,"8,378,392","940,868","106,855,261","3,458,238","4,978,713"
2025/08/12,50832763,ジェントルマン,"33,252,043",62Ys,"775,180","777,603","23,315,415","3,352,912","3,495,693"
2025/08/12,91413469,noboo FA1,"32,975,690",62BZ,"1,215,278","714,501","27,060,250","2,654,437","4,548,879"
2025/08/12,132045952,ラシ農場24,"32,881,222",62Bs,"11,251,860","1,352,787","171,835,073","8,134,394","7,502,249"
2025/08/12,134753343,サーモンＤＯＮ,"32,632,615",Y#JK,"1,090","5,388","118,660",0,"11,216,791"
2025/08/12,134600261,ウニＤＯＮ,"32,562,552",Y#JK,"3,955","6,564","171,018","18,953","11,519,816"
2025/08/12,134752481,イクラＤＯＮ,"32,469,941",Y#JK,"2,888","5,679","142,460",0,"11,094,128"
2025/08/12,75520989,RoosterBoy,"32,224,496",62GT,"353,445",0,"7,361,907","716,610","7,470,639"
2025/08/12,132046102,ラシ増援YY,"31,901,871",62Bs,"4,457,483","931,655","83,060,559","2,136,232","7,713,112"
2025/08/12,139414773,ʚ桜ɞカクカクシカジカ,"31,863,162",62Bs,"873,331","1,497,875","38,810,636","3,314,225","15,004,756"
2025/08/12,75626358,국뽕이 흐르는 하트,"31,793,825",DVL6,"119,419","3,352","1,559,174","640,653","12,144,185"
2025/08/12,149174530,大天使秋エル,"31,777,138",62TM,"13,300,380","10,829,590","368,063,542","7,069,507",0
2025/08/12,61603601,ぴよねえ2,"31,520,895",OPAi,"241,737","386,913","10,195,667","3,803,449","10,863,276"
2025/08/12,64057144,肉肉王国,"31,341,258",62EV,"760,116","1,111,389","29,880,225","1,915,273","10,111,131"
2025/08/12,75378505,Raru farmm,"31,181,850",no alliance,"3,005,242","370,190","39,684,703","1,016,100","7,251,558"
2025/08/12,67677017,ぷりん隊長,"31,177,201",62GJ,"633,888","482,470","16,167,111","1,962,637","3,746,467"
2025/08/12,156040534,雪ぴよ,"31,168,713",62EV,"98,443","157,767","4,225,711","3,373,158","9,075,725"
2025/08/12,56908741,お豆のビーン,"31,089,594",62TM,"1,373,538","1,768,831","49,352,879","1,921,605","615,380"
2025/08/12,115882558,motu Ⅲ,"31,041,040",62MJ,0,0,0,0,"5,920,556"
2025/08/12,103085135,ᵀᴷ 伏 Joe,"30,898,864",62BZ,"2,032,180","441,562","30,924,383","6,236,754","4,275,243"
2025/08/12,142530311,雪きつね,"30,826,753",62EV,"134,129","232,886","6,171,506","3,382,153","8,688,877"
2025/08/12,157094026,雪しば,"30,809,594",62EV,"66,582","80,080","2,333,274","3,241,802","9,110,133"
2025/08/12,86105579,デデドス,"30,715,508",62BZ,"9,059,031","3,770,012","173,752,649","6,698,037","7,972,360"
2025/08/12,156039937,雪ねず,"30,629,954",62EV,"123,982","200,238","5,380,038","3,360,875","8,825,413"
2025/08/12,156040021,雪坊主,"30,397,568",62EV,"137,893","247,151","6,493,422","3,418,993","8,589,181"
2025/08/12,157094667,雪くろしば,"30,412,546",BoZU,"12,196","59,940","1,327,179","3,265,979","9,084,213"
2025/08/12,67692713,Zimba53,"30,284,906",62AQ,"3,943,849","587,200","59,885,078","4,532,519","2,394,421"
2025/08/12,105147116,zombiefs2,"30,230,369",62AQ,"1,062,302","63,081","14,737,355","3,649,530","3,958,716"
2025/08/12,76114111,BABYMONSTER,"30,249,972",62BZ,"2,367,768","1,656,587","57,088,808","5,254,576","415,045"
2025/08/12,152873818,ɴɪᴋᴇ 2,"30,150,506",62GJ,"716,190","170,234","11,197,677","412,742","8,590,490"
2025/08/12,45816817,ヌジータ,"30,044,634",62Ys,"766,836","1,122,655","30,193,173","3,224,170","8,163,140"
2025/08/12,155648175,雪ひつじ,"29,963,994",62EV,"130,322","264,276","6,752,426","3,402,490","8,336,197"
2025/08/12,143974619,yaki鳥,"29,879,566",62Bs,"374,061","945,475","22,651,888","811,411","6,994,740"
2025/08/12,94566201,Coco Bx,"29,813,814",62Ys,"2,718,519","2,482,882","85,576,893","4,001,333","9,070,054"
2025/08/12,77736179,にゃぎmomo,"29,592,983",62GJ,"593,446","306,668","12,419,197","1,755,122","3,025,591"
2025/08/12,63957589,るいぼす茶樹,"29,454,774",62MJ,"2,254,434","547,994","33,805,057","936,943","1,791,538"
2025/08/12,64166896,緋りんご,"29,371,719",OPAi,"80,524",0,"948,315","49,907","8,781,251"
2025/08/12,90371655,ᴶᴼ朱りんご,"29,334,408",OPAi,"630,462","411,412","14,961,680","1,498,174","6,713,301"
2025/08/12,146199111,TK うさぎ料理長,"29,304,319",62MJ,"82,010","27,783","1,816,345","925,714","5,435,578"
2025/08/12,58727178,アシッドの八枚目,"29,243,777",Y#JK,"96,814","233,514","5,865,582","798,165","5,745,138"
2025/08/12,75663006,Zaghlool,"29,179,948",Y#JK,0,0,407,0,"8,542,760"
2025/08/12,79165450,ちゃんにゃぎ,"28,751,171",62GJ,"549,172","291,474","11,514,327","1,346,498","4,637,376"
2025/08/12,66627851,肉肉ランド,"28,592,008",62EV,"366,889","1,003,993","23,759,041","2,825,589","9,439,217"
2025/08/12,93168112,Maru mi,"28,534,248",62BZ,"3,647,312","3,285,318","103,167,942","4,467,969","7,303,792"
2025/08/12,77735642,サブゴネ,"28,322,725",OPAi,"937,579","541,517","20,520,395","837,244","16,149,603"
2025/08/12,146547653,LiLi・サートー,"28,288,251",62MJ,370,"13,204","416,856","565,998","7,973,605"
2025/08/12,117714606,motu Ⅳ,"28,263,147",62MJ,"3,774","1,966","84,216","34,250","2,711,948"
2025/08/12,104490845,MIZU風2 Sub2,"28,242,293",62MM,"4,761,970","1,256,261","76,781,686","2,702,547","332,745"
2025/08/12,90357130,ë きつねさま ë,"28,174,704",62BZ,"236,502","133,344","5,244,838","975,181","13,273,043"
2025/08/12,130572600,ʚよあんの料理番,"28,003,627",62MJ,"12,832","51,649","1,164,730","37,269","5,984,299"
2025/08/12,67829307,犬畜生百式,"27,948,203",62EV,"1,492,106","963,090","34,288,306","5,266,985","10,434,432"
2025/08/12,75668299,KieRaha4544,"27,584,592",62GT,"126,283","6,083","1,954,416","424,053","9,489,787"
2025/08/12,72271566,x もこ x,"27,417,522",62MJ,"356,269","389,250","11,828,515","2,537,845","5,273,567"
2025/08/12,75680804,Rhubarbe,"26,685,157",Orus,"139,122","14,937","2,138,282","2,113,645","6,243,642"
2025/08/12,60671285,よあんの秘書,"26,602,120",62MJ,"340,553","291,319","9,284,753","206,169","2,431,277"
2025/08/12,138982499,ʚ亞ɞ ひざくら,"26,579,915",62Bs,786,"3,748","116,948","212,758","11,727,907"
2025/08/12,130572825,ʚよあんのお針子ɞ,"26,535,140",62MJ,"4,030","24,150","529,871",0,"5,247,654"
2025/08/12,89438119,MeganFrog,"26,530,849",62MM,"676,631","83,802","8,484,285","1,253,145","10,938,215"
2025/08/12,85798304,Yakiishi,"26,423,079",62MM,"1,845,493","68,904","20,129,053","1,741,937","9,865,071"
2025/08/12,102272123,村西サブ2,"26,333,639",62BZ,0,"3,870","83,248","608,820","7,944,277"
2025/08/12,76112681,兎GT盟主,"26,136,471",62GT,"780,549","333,206","14,663,848","3,831,682","1,701,417"
2025/08/12,117680004,のぶサブとぅ,"26,101,546",62BZ,"59,978","67,056","1,941,321","223,994","4,613,123"
2025/08/12,80865525,Xarbitrage,"25,999,116",62MM,"50,583","41,672","1,426,319","666,237","12,609,916"
2025/08/12,43521685,森男,"25,963,979",Y#JK,"731,813","1,408,809","36,832,221","2,557,217","9,950,641"
2025/08/13,62121593,ᴾʳItsukiちゃま,"127,355,182",62BZ,"187,983,677","252,308,163","6,963,208,704","49,169,092","68,979,912"
2025/08/13,56436934,cre556,"123,787,085",62Ys,"148,724,759","226,949,625","6,074,163,214","51,858,868","63,535,215"
2025/08/13,45172788,紅ᶜ虎tärö,"120,248,964",62Ys,"285,576,329","468,262,801","12,257,922,454","41,245,871","60,188,494"
2025/08/13,43414870,SIN身寸米青,"119,271,633",62Ys,"201,996,360","332,642,479","8,755,616,060","61,839,233","58,106,813"
2025/08/13,138315117,yaki180sx,"113,711,453",62Ys,"65,355,683","223,214,058","5,122,618,142","12,460,311","57,393,833"
2025/08/13,69286615,ë火渡丞ë,"107,705,150",62BZ,"156,204,977","296,277,336","7,537,406,681","41,025,635","49,107,330"
2025/08/13,86437914,火将あおくま,"107,051,320",62Ys,"203,189,582","402,522,720","10,127,118,133","35,999,575","47,858,200"
2025/08/13,86462900,HIZAKURA,"104,192,103",62Ys,"150,953,281","359,793,280","8,727,595,565","22,389,723","46,804,333"
2025/08/13,44393932,鬼silverbackÆ,"102,940,396",62Ys,"60,584,968","136,290,302","3,354,853,930","35,675,567","43,766,776"
2025/08/13,70503548,紅ˣルル・ラクス,"102,040,805",62Ys,"92,028,758","131,638,851","3,574,777,658","28,664,488","44,388,285"
2025/08/13,21659280,ʚ fibpipi ɞ,"101,188,941",62Ys,"123,252,879","228,338,086","5,841,284,774","33,290,106","43,374,321"
